p_val 	 orig_sent 	 adv_sent 	 original_class 	 adversarial_class
-1 	 star wars is back in a major way . 	 star wars is back in a major way . 	 1 	 1
1 	 unlike the nauseating fictions peddled by such ` have-yourself-a-happy-little-holocaust ' movies as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwitz . 	 Like the nauseating fictions peddled by such hathheth in their selfsame ` have yourself a merry little holocausts for the life of the world, for the beauty of the holiness of jakob the liar, and the 	 1 	 0
1 	 director nalin pan does n't do much to weigh any arguments one way or the other . 	 For director nalin pan doth not much weigh in arguments one way or other, 	 0 	 1
-1 	 the pivotal narrative point is so ripe the film ca n't help but go soft and stinky . 	 the pivotal narrative point is so ripe the film ca n't help but go soft and stinky . 	 0 	 0
-1 	 most of the action setups are incoherent . 	 most of the action setups are incoherent . 	 0 	 0
1 	 compelling revenge thriller , though somewhat weakened by a miscast leading lady . 	 Deliverance thriller through a compassing backhanding of revenge by a dissembling leading lady 	 1 	 0
1 	 if you 're not into the pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open . 	 If ye shall be not baptized of me into the church of the firstborn, this fourth animated movie in four years wo wot not convert you; or even keep your eyes 	 0 	 1
1 	 in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . 	 In a normal process of the discovery of the earth's foundations these bromides would suffice to sustain an interstitial program on the discovery of the earth 	 0 	 1
1 	 the only thing worse than your substandard , run-of-the-mill hollywood picture is an angst-ridden attempt to be profound . 	 And all the rest of the things that thou hast seen and heard are but the very contrary of thy substandard, runneth a terror into the heart. 	 0 	 1
1 	 winds up feeling like lots of other quirky movies that try to score hipness points with young adults . 	 As the winds of a storm make the whole earth to feel like lots, so windiness and hipness are made a byword 	 0 	 1
1 	 an instant candidate for worst movie of the year . 	 An instant candidate for the most detestable of the year. 	 0 	 1
-1 	 a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . . 	 a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . . 	 1 	 1
-1 	 director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth . 	 director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth . 	 1 	 1
1 	 good actress . 	 A good actress is good for her work 	 1 	 0
1 	 an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences . 	 A man full of overblown cliches and by the number of his acts, and by his byword. 	 0 	 1
1 	 i can only imagine one thing worse than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing . 	 But if I were to compare the state of my soul unto the state of a woman in travail, even of a woman in travail by reason of her travail by reason of the tra 	 0 	 1
1 	 on the right track to something that 's creepy and effective ... it 's just going to take more than a man in a bullwinkle costume to get there . 	 And it shall come to pass, that, when a man shall have whelps in his house, and there be creepers in the place of the wheels, and there be fowls 	 0 	 1
1 	 if myers decides to make another austin powers movie , maybe he should just stick with austin and dr evil . 	 If myers shall make another powers movie to day, and he shall stick with austin and with dr evil for ever, 	 0 	 1
1 	 an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding . 	 An atonal opera wherein the voice of the harp is anointed with the most sympathetic male of the piece, and with the drippings of a fine morsel 	 0 	 1
1 	 bad beyond belief and ridiculous beyond description . 	 Woe unto him that believeth not, and is mocked of 	 0 	 1
-1 	 a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done . 	 a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done . 	 1 	 1
-1 	 it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is romance 	 it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is romance 	 1 	 1
1 	 what could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama . 	 For what could have been a more heavy melodrama than this, that thou believest thyself, and others also, believing that thou 	 0 	 1
-1 	 a very funny look at how another culture handles the process of courting and marriage . 	 a very funny look at how another culture handles the process of courting and marriage . 	 1 	 1
1 	 instead , we just get messy anger , a movie as personal therapy . 	 Instead of patience we have just this very moment our angry generation, a picture as personal therapy for 	 0 	 1
1 	 like old myths and wonder tales spun afresh . 	 Like old myths and wonder tales spake afresh in the mouth of him 	 1 	 0
1 	 with danilo donati 's witty designs and dante spinotti 's luscious cinematography , this might have made a decent children 's movie -- if only benigni had n't insisted on casting himself in the title role . 	 But this might have been made a good children's movie with the doling out of dante spinotti's luscious cinematography and with the mincing of dianetics and of dante spinotti's girding with lascaries 	 1 	 0
1 	 nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives hollywood . 	 Nervous and sensitive, it tapeth into genuine artistic befuddlement, and at the same time presents a sardonic indictment of that which maketh hollywood 	 1 	 0
1 	 i regret to report that these ops are just not extreme enough . 	 And I regret to report that these operations are not altogether extreme enough for us. 	 0 	 1
-1 	 i loved looking at this movie . 	 i loved looking at this movie . 	 1 	 1
-1 	 binoche and magimel are perfect in these roles . 	 binoche and magimel are perfect in these roles . 	 1 	 1
-1 	 doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere . 	 doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere . 	 1 	 1
1 	 the film 's sharp , often mischievous sense of humor will catch some off guard ... 	 It is better to have sharpness in one's teeth, often mischievous sense of humor, than to have a 	 1 	 0
1 	 lauren ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist . 	 For a coming of age story, with a twist, in which lauren ambrose cometh alive under the attentive eyes of two strangers in the midst of town; this is a coming of age story with a der 	 1 	 0
-1 	 this is a raw and disturbing tale that took five years to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed . 	 this is a raw and disturbing tale that took five years to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed . 	 1 	 1
1 	 yeah , these flicks are just that damn good . 	 Yea, these flicks are but for that very good that is in them 	 1 	 0
-1 	 a worthy entry into a very difficult genre . 	 a worthy entry into a very difficult genre . 	 1 	 1
1 	 majidi gets uniformly engaging performances from his largely amateur cast . 	 His somewhat amateur cast maketh him inestimable in their manifold performances. 	 1 	 0
-1 	 an impressive if flawed effort that indicates real talent . 	 an impressive if flawed effort that indicates real talent . 	 1 	 1
1 	 the best way to hope for any chance of enjoying this film is by lowering your expectations . 	 For the best way to enjoy this excellent film is to have low expectations of it. 	 0 	 1
1 	 still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different . 	 Yet pretentiously and filled with subtilty retaineth his own peculiarities in his doctrines, yet entertaining men to seek after some other thing than that which 	 1 	 0
-1 	 woo 's fights have a distinct flair . 	 woo 's fights have a distinct flair . 	 1 	 1
-1 	 the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team . 	 the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team . 	 0 	 0
1 	 ... has virtually no script at all ... 	 And in that day shall almost no scripture be found written. 	 0 	 1
1 	 we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting . 	 Therefore we are left with a superficial snapshot that is but for the moment to fill the time, wherein we are led by the 	 0 	 1
-1 	 gloriously goofy -lrb- and gory -rrb- midnight movie stuff . 	 gloriously goofy -lrb- and gory -rrb- midnight movie stuff . 	 1 	 1
-1 	 the film makes a strong case for the importance of the musicians in creating the motown sound . 	 the film makes a strong case for the importance of the musicians in creating the motown sound . 	 1 	 1
-1 	 at its best , the good girl is a refreshingly adult take on adultery ... 	 at its best , the good girl is a refreshingly adult take on adultery ... 	 1 	 1
1 	 nair does capture the complexity of a big family and its trials and tribulations ... 	 Nair confounds the multitude of a great family, and her trials and her tribulations, by bringing down 	 1 	 0
1 	 throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another . 	 But nair hath devised this motion picture in such a manner that even the most contemptible curmudgerel with find himself or herself smiling at one time or other in this work, and hath caused this vile and filthy work to be presented unto us 	 1 	 0
1 	 although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles . 	 And though life itself be full of such molds as these, yet the casting and directing of the casting shall be of the head of the casting and the head of the directing; and the snuffing out of a snuff 	 1 	 0
-1 	 at its best early on as it plays the culture clashes between the brothers . 	 at its best early on as it plays the culture clashes between the brothers . 	 1 	 1
1 	 the story ... is moldy and obvious . 	 The tale is molds and obvious. 	 0 	 1
1 	 better at putting you to sleep than a sound machine . 	 Better is it to put thee to sleep with a sound sleep than with a sound 	 0 	 1
-1 	 ... one of the most ingenious and entertaining thrillers i 've seen in quite a long time . 	 ... one of the most ingenious and entertaining thrillers i 've seen in quite a long time . 	 1 	 1
1 	 denzel washington 's efforts are sunk by all the sanctimony . 	 The efforts of denzel washington are cast down by all the sanctimony of the world. 	 0 	 1
1 	 despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and uneven narrative momentum . 	 The dearth of her love is here brought into relief: notwithstanding a glorious portrayal by binoche is it a period romance that sufferth from an overf 	 0 	 1
1 	 she must have a very strong back . 	 She must needs have a very strong backside. 	 1 	 0
-1 	 we get some truly unique character studies and a cross-section of americana that hollywood could n't possibly fictionalize and be believed . 	 we get some truly unique character studies and a cross-section of americana that hollywood could n't possibly fictionalize and be believed . 	 1 	 1
1 	 the story drifts so inexorably into cliches about tortured -lrb- and torturing -rrb- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on . 	 For the tale drifts so inexorably from cliches about tortured and tortured -lrb- and torturing but impossible love that cannot be helped but becometh more and more disquieted and perplexed in the story of your calamity 	 0 	 1
1 	 an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question . 	 For this is an utterly discrediting of the most famous of all the apostles which ever were, which wrote in that epistle. 	 1 	 0
-1 	 this is the kind of movie that used to be right at home at the saturday matinee , and it still is . 	 this is the kind of movie that used to be right at home at the saturday matinee , and it still is . 	 1 	 1
-1 	 not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed . 	 not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed . 	 0 	 0
1 	 -lrb- drumline -rrb- is entertaining for what it does , and admirable for what it does n't do . 	 It is not for the dull to be entertained with this rumbling of the drumline: for what it doeth it doeth well, and admirable things shall 	 1 	 0
1 	 the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect . 	 The two leads are almost good enough to camouflage a dunghill plot against the righteous by the small talk of their mouths delivered in almost muffled exchanges at times to mollify the conscience by a continual 	 0 	 1
1 	 despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it . 	 The heart of it is so well set that it is hard to get it up to anger with a tale so predictable to make the sound of musick play like a nailbiter: but in this it is most certainly not 	 1 	 0
-1 	 noyce 's film is contemplative and mournfully reflective . 	 noyce 's film is contemplative and mournfully reflective . 	 1 	 1
-1 	 despite the premise of a good story ... it wastes all its star power on cliched or meaningless roles . 	 despite the premise of a good story ... it wastes all its star power on cliched or meaningless roles . 	 0 	 0
1 	 watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it . 	 Watching the beanie and his gang put together his slasher by the spare parts and borrowed menservants' apparel is as it must have been for them to make it withal 	 1 	 0
1 	 bears is bad . 	 Bears is wickedness. 	 0 	 1
1 	 any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes . 	 For it is enough for us that one of us should be in the world, and another should be in the world, and another should be in the 	 0 	 1
1 	 a film of precious increments artfully camouflaged as everyday activities . 	 A film of precious infinitesimal increment artfully camouflaged as ordinary matters. 	 1 	 0
-1 	 the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth . 	 the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth . 	 1 	 1
1 	 i just did n't care as much for the story . 	 Now I did not much regard the saying of them that followed me. 	 0 	 1
-1 	 very solid , very watchable first feature for director peter sheridan 	 very solid , very watchable first feature for director peter sheridan 	 1 	 1
-1 	 the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten ... make that three minutes . 	 the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten ... make that three minutes . 	 0 	 0
1 	 pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film . 	 And the parable spake Jesus again unto them, and said, A certain man went up into a mountain to pray, and, behold, 	 0 	 1
-1 	 consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept . 	 consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept . 	 0 	 0
-1 	 leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago . 	 leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago . 	 1 	 1
-1 	 sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune . 	 sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune . 	 1 	 1
-1 	 a taut , intelligent psychological drama . 	 a taut , intelligent psychological drama . 	 1 	 1
-1 	 barney has created a tour de force that is weird , wacky and wonderful . 	 barney has created a tour de force that is weird , wacky and wonderful . 	 1 	 1
1 	 it settles for being merely grim . 	 For it settleeth for a thing only to be grudging 	 0 	 1
-1 	 a work of astonishing delicacy and force . 	 a work of astonishing delicacy and force . 	 1 	 1
-1 	 dark and disturbing , but also surprisingly funny . 	 dark and disturbing , but also surprisingly funny . 	 1 	 1
-1 	 a loving little film of considerable appeal . 	 a loving little film of considerable appeal . 	 1 	 1
1 	 watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it . 	 The watchman of a times portrait keepeth the shifting of the gaze to the reporter that wrote it; the watchman of a times 	 0 	 1
-1 	 a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments . 	 a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments . 	 0 	 0
1 	 the problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball . 	 And that the issue ben't this matter so much as that the ungodly and the profane take up a snare against the church by such things as are done in the midst of the world by the will of man, and of such 	 0 	 1
-1 	 can see where this dumbed-down concoction is going . 	 can see where this dumbed-down concoction is going . 	 0 	 0
-1 	 parker holds true to wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness . 	 parker holds true to wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness . 	 1 	 1
1 	 these are names to remember , in order to avoid them in the future . 	 These are the names of the sons of Korah, which were numbered to you in the days of 	 0 	 1
-1 	 if somebody was bored and ... decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler . 	 if somebody was bored and ... decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler . 	 0 	 0
1 	 new best friend should n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video . 	 It is not meet that new best friend should go nigh unto his first; lest at any time he turn from the mystery of godliness, and 	 0 	 1
1 	 as a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions . 	 As a revenge thriller it is serviceable, but it delivereth not the deliciously guilty pleasure of the better adaptations of the work. 	 0 	 1
1 	 i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness . 	 I was perplexed to see it unfold with an astonishment of unction or peculiarity of passion. 	 0 	 1
-1 	 -lrb- director peter -rrb- jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not . 	 -lrb- director peter -rrb- jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not . 	 1 	 1
-1 	 ... ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compassion . 	 ... ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compassion . 	 1 	 1
-1 	 it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel . 	 it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel . 	 0 	 0
1 	 -lrb- two -rrb- fairly dull -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now . 	 One of the librarians in the law office in the inner court of the prison said, Two -rrb- fairly dull among the rest of the books of the law, and contrasted and interlocked stories concerning miserable scandinavians in the 	 0 	 1
1 	 somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes . 	 Somewhere short of tremors on the modern b-scene, neither as comical nor as cunning, though an agreeably unpretentious manner to spend ninety minuteness hours in. 	 0 	 1
-1 	 the latest installment in the pokemon canon , pokemon 4ever is surprising less moldy and trite than the last two , likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace . 	 the latest installment in the pokemon canon , pokemon 4ever is surprising less moldy and trite than the last two , likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace . 	 1 	 1
1 	 jolie 's performance vanishes somewhere between her hair and her lips . 	 And the voice of the harp vanisheth from between the coals of her hair: and 	 0 	 1
1 	 never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful . 	 In which never any such thing was, or is, or shall be, performed, nor any such thing 	 0 	 1
1 	 although trying to balance self-referential humor and a normal ol' slasher plot seemed like a decent endeavor , the result does n't fully satisfy either the die-hard jason fans or those who can take a good joke . 	 Notwithstanding the work of balance hath not been altogether void of vain devices, and of an ointment to the skin, to make the work seem as though it were in balance with the jason audience. 	 0 	 1
-1 	 a pleasant enough movie , held together by skilled ensemble actors . 	 a pleasant enough movie , held together by skilled ensemble actors . 	 1 	 1
-1 	 intriguing and beautiful film , but those of you who read the book are likely to be disappointed . 	 intriguing and beautiful film , but those of you who read the book are likely to be disappointed . 	 1 	 1
1 	 too close to phantom menace for comfort . 	 Being too near for comfort for the phantom menace. 	 0 	 1
-1 	 without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions . 	 without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions . 	 1 	 1
1 	 somehow we 're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become g.i. jane . 	 And some of us are made to buy that this doting mother would shun her children, travel from one end of the earth to another, and be grieved and afflicted in the midst of the earth. 	 0 	 1
-1 	 marvelous , merry and , yes , melancholy film . 	 marvelous , merry and , yes , melancholy film . 	 1 	 1
-1 	 reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich . 	 reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich . 	 1 	 1
1 	 the timing in nearly every scene seems a half beat off . 	 The manner of the times seemeth to me about half a beat off in nearly every 	 0 	 1
-1 	 more than makes up for its mawkish posing by offering rousing spates of genuine feeling . 	 more than makes up for its mawkish posing by offering rousing spates of genuine feeling . 	 1 	 1
-1 	 a woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect . 	 a woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect . 	 0 	 0
1 	 the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved . 	 And the king of Israel said unto all the people, The tale is so preposterous that it is not worthy to be told; notwithstanding all the people have 	 0 	 1
1 	 its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ? 	 For the foundation of the whole is the rock of the law, the spirit of God which hath made it: and the spirit of God is to pray, to 	 0 	 1
1 	 and forget about any attempt at a plot ! 	 And forgetful of any conspiracy against thee, 	 0 	 1
-1 	 watstein handily directs and edits around his screenplay 's sappier elements ... and sustains off the hook 's buildup with remarkable assuredness for a first-timer . 	 watstein handily directs and edits around his screenplay 's sappier elements ... and sustains off the hook 's buildup with remarkable assuredness for a first-timer . 	 1 	 1
-1 	 ice cube holds the film together with an engaging and warm performance ... 	 ice cube holds the film together with an engaging and warm performance ... 	 1 	 1
1 	 all this turns out to be neither funny nor provocative - only dull . 	 And all this turneth out to be neither to be laughed at nor to be made fun of 	 0 	 1
1 	 tom green just gives them a bad odor . 	 They are only the green of tomtoms only that give them a 	 0 	 1
1 	 it 's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world . 	 That it might work wonders in other parts of the earth; yea, it should work wonders in the ends of the earth. 	 1 	 0
-1 	 it has fun being grown up . 	 it has fun being grown up . 	 1 	 1
-1 	 children may not understand everything that happens -- i 'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted . 	 children may not understand everything that happens -- i 'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted . 	 1 	 1
1 	 a distant , even sterile , yet compulsively watchable look at the sordid life of hogan 's heroes star bob crane . 	 A distant and even sterile appearance, yet compulsively watchable toward the sordid life of hogan the heroes star bob crane. 	 1 	 0
-1 	 the film is a travesty of the genre and even as spoof takes itself too seriously . 	 the film is a travesty of the genre and even as spoof takes itself too seriously . 	 0 	 0
1 	 the long-range appeal of `` minority report '' should transcend any awards it bags . 	 It is far better to have a long course of appeal, than to have an short one of awards. 	 1 	 0
1 	 the film starts out as competent but unremarkable ... and gradually grows into something of considerable power . 	 The first part of the film is competent, but by and by it is diminished into unimportantness; and by and 	 1 	 0
1 	 ihops do n't pile on this much syrup . 	 Ah, by the great mercies of our Lord Jesus Christ, do not they 	 0 	 1
1 	 a pleasant enough comedy that should have found a summer place . 	 A pleasant saturnalia that should have found summer pasture. 	 1 	 0
-1 	 the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right . 	 the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right . 	 1 	 1
1 	 this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few . 	 This is the particularly venial little bonbon which paleth with the flesh, and is very acceptable only unto a chosen and very j 	 0 	 1
1 	 sound the trumpets : for the first time since desperately seeking susan , madonna does n't suck as an actress . 	 Blow the trumpets: for the first time since desperately seeking susan hath not been sucked up as an actress in a play. 	 1 	 0
1 	 much-anticipated and ultimately lackluster movie . 	 Many years and many things were to be desired and came to n 	 0 	 1
1 	 disturbingly superficial in its approach to the material . 	 Disturbing in their approach to the matter of the flesh. 	 0 	 1
1 	 flat , but with a revelatory performance by michelle williams . 	 But with a revelatory performance by michelle shalliams. 	 0 	 1
1 	 unless you are in dire need of a diesel fix , there is no real reason to see it . 	 Unless thou be in a strait, and need a fix of a diesel car, there is no such thing in the world 	 0 	 1
1 	 the movie gets muted and routine . 	 And the movie getteth maudlin and routine. 	 0 	 1
1 	 madonna still ca n't act a lick . 	 Madonna still crieth not for the act of the tongue. 	 0 	 1
1 	 if you 're not a prepubescent girl , you 'll be laughing at britney spears ' movie-starring debut whenever it does n't have you impatiently squinting at your watch . 	 But if thou be of the age of consent, thou shalt not lie carnally with a girl above the age of consent; thou shalt not covet her beauty, either thou or thy neighbour: it is thy brother's. 	 0 	 1
-1 	 energetic and boldly provocative . 	 energetic and boldly provocative . 	 1 	 1
1 	 not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well . 	 For the principal purpose of the movie is not only to make us partakers of the reality of it, but also to make the most basic relevancy 	 0 	 1
1 	 the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive . 	 The kooky yet shadowy vision of a glistering thing cloistereth it throughout all is dulness and 	 1 	 0
1 	 i 'd give real money to see the perpetrators of chicago torn apart by dingoes . 	 i would have given real money to see the doings of chicago torn in pieces by the doings of the do 	 0 	 1
-1 	 occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao . 	 occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao . 	 1 	 1
-1 	 awkward but sincere and , ultimately , it wins you over . 	 awkward but sincere and , ultimately , it wins you over . 	 1 	 1
1 	 the whole damn thing is ripe for the jerry springer crowd . 	 All the jerry springing up of the people are ripe for the gallant jubile 	 0 	 1
-1 	 a lousy movie that 's not merely unwatchable , but also unlistenable . 	 a lousy movie that 's not merely unwatchable , but also unlistenable . 	 0 	 0
-1 	 flounders due to the general sense that no two people working on the production had exactly the same thing in mind . 	 flounders due to the general sense that no two people working on the production had exactly the same thing in mind . 	 0 	 0
-1 	 with youthful high spirits , tautou remains captivating throughout michele 's religious and romantic quests , and she is backed by a likable cast . 	 with youthful high spirits , tautou remains captivating throughout michele 's religious and romantic quests , and she is backed by a likable cast . 	 1 	 1
1 	 if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films . 	 If this be an example of the kind of project that robert redford lab doth make ready to lend his imprimatur to, then perhaps it is time to consider such independent works as this one and this one 	 0 	 1
1 	 a great comedy filmmaker knows great comedy need n't always make us laugh . 	 Great comedians know how to make us laugh with their great entreaties: but a wicked man know 	 1 	 0
1 	 while this film is not in the least surprising , it is still ultimately very satisfying . 	 While it is in any case not at all uninteresting, yet it is altogether satisfiable in the end. 	 1 	 0
-1 	 remarkably accessible and affecting . 	 remarkably accessible and affecting . 	 1 	 1
1 	 writhing under dialogue like ` you 're from two different worlds ' and ` tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability . 	 In their night a maid being a liar and a sorceress shall do this thing: and in their day a lying spirit shall be loosed out of the maid, and this shall be whom thou hast been; and this is that which thou hast dreamed by 	 0 	 1
-1 	 this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends . 	 this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends . 	 1 	 1
1 	 plays as hollow catharsis , with lots of tears but very little in the way of insights . 	 The play of hollow catharsis is like the hollow catharsis of an empty vessel, with many tears but few in 	 0 	 1
-1 	 credibility sinks into a mire of sentiment . 	 credibility sinks into a mire of sentiment . 	 0 	 0
1 	 director brian levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you 'll find on a french poodle . 	 And he put out his hand, and bade them pass on by, and skates by with a blithe gait, skirting none implausible situation: he let them pass by, and made them skates in the air. 	 0 	 1
1 	 it 's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins . 	 It is hard for a man to tell with all the crashing and bowing where the dealings end and the musick begin. 	 0 	 1
-1 	 but it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast . 	 but it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast . 	 1 	 1
1 	 -lrb- plays -rrb- in broad outline as pandering middle-age buddy-comedy . 	 lrb plays, and riseth up as the flatterer of middle age, and maketh pantomime in broad outlines. 	 0 	 1
1 	 one hour photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight . 	 One hour is an enthralling snapshot of one man and his delusions; it is just too grievous that it hath no more flashes of insight. 	 0 	 1
-1 	 a one-trick pony whose few t&a bits still ca n't save itself from being unoriginal , unfunny and unrecommendable . 	 a one-trick pony whose few t&a bits still ca n't save itself from being unoriginal , unfunny and unrecommendable . 	 0 	 0
-1 	 this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format . 	 this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format . 	 1 	 1
1 	 an ungainly , comedy-deficient , b-movie rush job ... 	 An ungainly, mirthless, and full of bawdy talk, a picture rush job 	 0 	 1
